codepoint;char;quotableStartChar;quotableChar
49369;샙;0;0
49370;샚;0;0
49371;샛;0;0
49372;샜;0;0
49373;생;0;0
49374;샞;0;0
49375;샟;0;0
49376;샠;0;0
49377;샡;0;0
49378;샢;0;0
49379;샣;0;0
49380;샤;0;0
49381;샥;0;0
49382;샦;0;0
49383;샧;0;0
49384;샨;0;0
49385;샩;0;0
49386;샪;0;0
49387;샫;0;0
49388;샬;0;0
49389;샭;0;0
49390;샮;0;0
49391;샯;0;0
49392;샰;0;0
49393;샱;0;0
49394;샲;0;0
49395;샳;0;0
49396;샴;0;0
49397;샵;0;0
49398;샶;0;0
49399;샷;0;0
49400;샸;0;0
49401;샹;0;0
49402;샺;0;0
49403;샻;0;0
49404;샼;0;0
49405;샽;0;0
49406;샾;0;0
49407;샿;0;0
49408;섀;0;0
49409;섁;0;0
49410;섂;0;0
49411;섃;0;0
49412;섄;0;0
49413;섅;0;0
49414;섆;0;0
49415;섇;0;0
49416;섈;0;0
49417;섉;0;0
49418;섊;0;0
49419;섋;0;0
49420;섌;0;0
49421;섍;0;0
49422;섎;0;0
49423;섏;0;0
49424;섐;0;0
49425;섑;0;0
49426;섒;0;0
49427;섓;0;0
49428;섔;0;0
49429;섕;0;0
49430;섖;0;0
49431;섗;0;0
49432;섘;0;0
49433;섙;0;0
49434;섚;0;0
49435;섛;0;0
49436;서;0;0
49437;석;0;0
49438;섞;0;0
49439;섟;0;0
49440;선;0;0
49441;섡;0;0
49442;섢;0;0
49443;섣;0;0
49444;설;0;0
49445;섥;0;0
49446;섦;0;0
49447;섧;0;0
49448;섨;0;0
49449;섩;0;0
49450;섪;0;0
49451;섫;0;0
49452;섬;0;0
49453;섭;0;0
49454;섮;0;0
49455;섯;0;0
49456;섰;0;0
49457;성;0;0
49458;섲;0;0
49459;섳;0;0
49460;섴;0;0
49461;섵;0;0
49462;섶;0;0
49463;섷;0;0
49464;세;0;0
49465;섹;0;0
49466;섺;0;0
49467;섻;0;0
49468;센;0;0
49469;섽;0;0
49470;섾;0;0
49471;섿;0;0
49472;셀;0;0
49473;셁;0;0
49474;셂;0;0
49475;셃;0;0
49476;셄;0;0
49477;셅;0;0
49478;셆;0;0
49479;셇;0;0
49480;셈;0;0
49481;셉;0;0
49482;셊;0;0
49483;셋;0;0
49484;셌;0;0
49485;셍;0;0
49486;셎;0;0
49487;셏;0;0
49488;셐;0;0
49489;셑;0;0
49490;셒;0;0
49491;셓;0;0
49492;셔;0;0
49493;셕;0;0
49494;셖;0;0
49495;셗;0;0
49496;션;0;0
49497;셙;0;0
49498;셚;0;0
49499;셛;0;0
49500;셜;0;0
49501;셝;0;0
49502;셞;0;0
49503;셟;0;0
49504;셠;0;0
49505;셡;0;0
49506;셢;0;0
49507;셣;0;0
49508;셤;0;0
49509;셥;0;0
49510;셦;0;0
49511;셧;0;0
49512;셨;0;0
49513;셩;0;0
49514;셪;0;0
49515;셫;0;0
49516;셬;0;0
49517;셭;0;0
49518;셮;0;0
49519;셯;0;0
49520;셰;0;0
49521;셱;0;0
49522;셲;0;0
49523;셳;0;0
49524;셴;0;0
49525;셵;0;0
49526;셶;0;0
49527;셷;0;0
49528;셸;0;0
49529;셹;0;0
49530;셺;0;0
49531;셻;0;0
49532;셼;0;0
49533;셽;0;0
49534;셾;0;0
49535;셿;0;0
49536;솀;0;0
49537;솁;0;0
49538;솂;0;0
49539;솃;0;0
49540;솄;0;0
49541;솅;0;0
49542;솆;0;0
49543;솇;0;0
49544;솈;0;0
49545;솉;0;0
49546;솊;0;0
49547;솋;0;0
49548;소;0;0
49549;속;0;0
49550;솎;0;0
49551;솏;0;0
49552;손;0;0
49553;솑;0;0
49554;솒;0;0
49555;솓;0;0
49556;솔;0;0
49557;솕;0;0
49558;솖;0;0
49559;솗;0;0
49560;솘;0;0
49561;솙;0;0
49562;솚;0;0
49563;솛;0;0
49564;솜;0;0
49565;솝;0;0
49566;솞;0;0
49567;솟;0;0
49568;솠;0;0
49569;송;0;0
49570;솢;0;0
49571;솣;0;0
49572;솤;0;0
49573;솥;0;0
49574;솦;0;0
49575;솧;0;0
49576;솨;0;0
49577;솩;0;0
49578;솪;0;0
49579;솫;0;0
49580;솬;0;0
49581;솭;0;0
49582;솮;0;0
49583;솯;0;0
49584;솰;0;0
49585;솱;0;0
49586;솲;0;0
49587;솳;0;0
49588;솴;0;0
49589;솵;0;0
49590;솶;0;0
49591;솷;0;0
49592;솸;0;0
49593;솹;0;0
49594;솺;0;0
49595;솻;0;0
49596;솼;0;0
49597;솽;0;0
49598;솾;0;0
49599;솿;0;0
49600;쇀;0;0
49601;쇁;0;0
49602;쇂;0;0
49603;쇃;0;0
49604;쇄;0;0
49605;쇅;0;0
49606;쇆;0;0
49607;쇇;0;0
49608;쇈;0;0
49609;쇉;0;0
49610;쇊;0;0
49611;쇋;0;0
49612;쇌;0;0
49613;쇍;0;0
49614;쇎;0;0
49615;쇏;0;0
49616;쇐;0;0
49617;쇑;0;0
49618;쇒;0;0
49619;쇓;0;0
49620;쇔;0;0
49621;쇕;0;0
49622;쇖;0;0
49623;쇗;0;0
49624;쇘;0;0
49625;쇙;0;0
49626;쇚;0;0
49627;쇛;0;0
49628;쇜;0;0
49629;쇝;0;0
49630;쇞;0;0
49631;쇟;0;0
49632;쇠;0;0
49633;쇡;0;0
49634;쇢;0;0
49635;쇣;0;0
49636;쇤;0;0
49637;쇥;0;0
49638;쇦;0;0
49639;쇧;0;0
49640;쇨;0;0
49641;쇩;0;0
49642;쇪;0;0
49643;쇫;0;0
49644;쇬;0;0
49645;쇭;0;0
49646;쇮;0;0
49647;쇯;0;0
49648;쇰;0;0
49649;쇱;0;0
49650;쇲;0;0
49651;쇳;0;0
49652;쇴;0;0
49653;쇵;0;0
49654;쇶;0;0
49655;쇷;0;0
49656;쇸;0;0
49657;쇹;0;0
49658;쇺;0;0
49659;쇻;0;0
49660;쇼;0;0
49661;쇽;0;0
49662;쇾;0;0
49663;쇿;0;0
49664;숀;0;0
49665;숁;0;0
49666;숂;0;0
49667;숃;0;0
49668;숄;0;0
49669;숅;0;0
49670;숆;0;0
49671;숇;0;0
49672;숈;0;0
49673;숉;0;0
49674;숊;0;0
49675;숋;0;0
49676;숌;0;0
49677;숍;0;0
49678;숎;0;0
49679;숏;0;0
49680;숐;0;0
49681;숑;0;0
49682;숒;0;0
49683;숓;0;0
49684;숔;0;0
49685;숕;0;0
49686;숖;0;0
49687;숗;0;0
49688;수;0;0
49689;숙;0;0
49690;숚;0;0
49691;숛;0;0
49692;순;0;0
49693;숝;0;0
49694;숞;0;0
49695;숟;0;0
49696;술;0;0
49697;숡;0;0
49698;숢;0;0
49699;숣;0;0
49700;숤;0;0
49701;숥;0;0
49702;숦;0;0
49703;숧;0;0
49704;숨;0;0
49705;숩;0;0
49706;숪;0;0
49707;숫;0;0
49708;숬;0;0
49709;숭;0;0
49710;숮;0;0
49711;숯;0;0
49712;숰;0;0
49713;숱;0;0
49714;숲;0;0
49715;숳;0;0
49716;숴;0;0
49717;숵;0;0
49718;숶;0;0
49719;숷;0;0
49720;숸;0;0
49721;숹;0;0
49722;숺;0;0
49723;숻;0;0
49724;숼;0;0
49725;숽;0;0
49726;숾;0;0
49727;숿;0;0
49728;쉀;0;0
49729;쉁;0;0
49730;쉂;0;0
49731;쉃;0;0
49732;쉄;0;0
49733;쉅;0;0
49734;쉆;0;0
49735;쉇;0;0
49736;쉈;0;0
49737;쉉;0;0
49738;쉊;0;0
49739;쉋;0;0
49740;쉌;0;0
49741;쉍;0;0
49742;쉎;0;0
49743;쉏;0;0
49744;쉐;0;0
49745;쉑;0;0
49746;쉒;0;0
49747;쉓;0;0
49748;쉔;0;0
49749;쉕;0;0
49750;쉖;0;0
49751;쉗;0;0
49752;쉘;0;0
49753;쉙;0;0
49754;쉚;0;0
49755;쉛;0;0
49756;쉜;0;0
49757;쉝;0;0
49758;쉞;0;0
49759;쉟;0;0
49760;쉠;0;0
49761;쉡;0;0
49762;쉢;0;0
49763;쉣;0;0
49764;쉤;0;0
49765;쉥;0;0
49766;쉦;0;0
49767;쉧;0;0
49768;쉨;0;0
49769;쉩;0;0
49770;쉪;0;0
49771;쉫;0;0
49772;쉬;0;0
49773;쉭;0;0
49774;쉮;0;0
49775;쉯;0;0
49776;쉰;0;0
49777;쉱;0;0
49778;쉲;0;0
49779;쉳;0;0
49780;쉴;0;0
49781;쉵;0;0
49782;쉶;0;0
49783;쉷;0;0
49784;쉸;0;0
49785;쉹;0;0
49786;쉺;0;0
49787;쉻;0;0
49788;쉼;0;0
49789;쉽;0;0
49790;쉾;0;0
49791;쉿;0;0
49792;슀;0;0
49793;슁;0;0
49794;슂;0;0
49795;슃;0;0
49796;슄;0;0
49797;슅;0;0
49798;슆;0;0
49799;슇;0;0
49800;슈;0;0
49801;슉;0;0
49802;슊;0;0
49803;슋;0;0
49804;슌;0;0
49805;슍;0;0
49806;슎;0;0
49807;슏;0;0
49808;슐;0;0
49809;슑;0;0
49810;슒;0;0
49811;슓;0;0
49812;슔;0;0
49813;슕;0;0
49814;슖;0;0
49815;슗;0;0
49816;슘;0;0
49817;슙;0;0
49818;슚;0;0
49819;슛;0;0
49820;슜;0;0
49821;슝;0;0
49822;슞;0;0
49823;슟;0;0
49824;슠;0;0
49825;슡;0;0
49826;슢;0;0
49827;슣;0;0
49828;스;0;0
49829;슥;0;0
49830;슦;0;0
49831;슧;0;0
49832;슨;0;0
49833;슩;0;0
49834;슪;0;0
49835;슫;0;0
49836;슬;0;0
49837;슭;0;0
49838;슮;0;0
49839;슯;0;0
49840;슰;0;0
49841;슱;0;0
49842;슲;0;0
49843;슳;0;0
49844;슴;0;0
49845;습;0;0
49846;슶;0;0
49847;슷;0;0
49848;슸;0;0
49849;승;0;0
49850;슺;0;0
49851;슻;0;0
49852;슼;0;0
49853;슽;0;0
49854;슾;0;0
49855;슿;0;0
49856;싀;0;0
49857;싁;0;0
49858;싂;0;0
49859;싃;0;0
49860;싄;0;0
49861;싅;0;0
49862;싆;0;0
49863;싇;0;0
49864;싈;0;0
49865;싉;0;0
49866;싊;0;0
49867;싋;0;0
49868;싌;0;0
49869;싍;0;0
49870;싎;0;0
49871;싏;0;0
49872;싐;0;0
49873;싑;0;0
49874;싒;0;0
49875;싓;0;0
49876;싔;0;0
49877;싕;0;0
49878;싖;0;0
49879;싗;0;0
49880;싘;0;0
49881;싙;0;0
49882;싚;0;0
49883;싛;0;0
49884;시;0;0
49885;식;0;0
49886;싞;0;0
49887;싟;0;0
49888;신;0;0
49889;싡;0;0
49890;싢;0;0
49891;싣;0;0
49892;실;0;0
49893;싥;0;0
49894;싦;0;0
49895;싧;0;0
49896;싨;0;0
49897;싩;0;0
49898;싪;0;0
49899;싫;0;0
49900;심;0;0
49901;십;0;0
49902;싮;0;0
49903;싯;0;0
49904;싰;0;0
49905;싱;0;0
49906;싲;0;0
49907;싳;0;0
49908;싴;0;0
49909;싵;0;0
49910;싶;0;0
49911;싷;0;0
49912;싸;0;0
49913;싹;0;0
49914;싺;0;0
49915;싻;0;0
49916;싼;0;0
49917;싽;0;0
49918;싾;0;0
49919;싿;0;0
49920;쌀;0;0
49921;쌁;0;0
49922;쌂;0;0
49923;쌃;0;0
49924;쌄;0;0
49925;쌅;0;0
49926;쌆;0;0
49927;쌇;0;0
49928;쌈;0;0
49929;쌉;0;0
49930;쌊;0;0
49931;쌋;0;0
49932;쌌;0;0
49933;쌍;0;0
49934;쌎;0;0
49935;쌏;0;0
49936;쌐;0;0
49937;쌑;0;0
49938;쌒;0;0
49939;쌓;0;0
49940;쌔;0;0
49941;쌕;0;0
49942;쌖;0;0
49943;쌗;0;0
49944;쌘;0;0
49945;쌙;0;0
49946;쌚;0;0
49947;쌛;0;0
49948;쌜;0;0
49949;쌝;0;0
49950;쌞;0;0
49951;쌟;0;0
49952;쌠;0;0
49953;쌡;0;0
49954;쌢;0;0
49955;쌣;0;0
49956;쌤;0;0
49957;쌥;0;0
49958;쌦;0;0
49959;쌧;0;0
49960;쌨;0;0
49961;쌩;0;0
49962;쌪;0;0
49963;쌫;0;0
49964;쌬;0;0
49965;쌭;0;0
49966;쌮;0;0
49967;쌯;0;0
49968;쌰;0;0
49969;쌱;0;0
49970;쌲;0;0
49971;쌳;0;0
49972;쌴;0;0
49973;쌵;0;0
49974;쌶;0;0
49975;쌷;0;0
49976;쌸;0;0
49977;쌹;0;0
49978;쌺;0;0
49979;쌻;0;0
49980;쌼;0;0
49981;쌽;0;0
49982;쌾;0;0
49983;쌿;0;0
49984;썀;0;0
49985;썁;0;0
49986;썂;0;0
49987;썃;0;0
49988;썄;0;0
49989;썅;0;0
49990;썆;0;0
49991;썇;0;0
49992;썈;0;0
49993;썉;0;0
49994;썊;0;0
49995;썋;0;0
49996;썌;0;0
49997;썍;0;0
49998;썎;0;0
49999;썏;0;0
50000;썐;0;0
50001;썑;0;0
50002;썒;0;0
50003;썓;0;0
50004;썔;0;0
50005;썕;0;0
50006;썖;0;0
50007;썗;0;0
50008;썘;0;0
50009;썙;0;0
50010;썚;0;0
50011;썛;0;0
50012;썜;0;0
50013;썝;0;0
50014;썞;0;0
50015;썟;0;0
50016;썠;0;0
50017;썡;0;0
50018;썢;0;0
50019;썣;0;0
50020;썤;0;0
50021;썥;0;0
50022;썦;0;0
50023;썧;0;0
50024;써;0;0
50025;썩;0;0
50026;썪;0;0
50027;썫;0;0
50028;썬;0;0
50029;썭;0;0
50030;썮;0;0
50031;썯;0;0
50032;썰;0;0
50033;썱;0;0
50034;썲;0;0
50035;썳;0;0
50036;썴;0;0
50037;썵;0;0
50038;썶;0;0
50039;썷;0;0
50040;썸;0;0
50041;썹;0;0
50042;썺;0;0
50043;썻;0;0
50044;썼;0;0
50045;썽;0;0
50046;썾;0;0
50047;썿;0;0
50048;쎀;0;0
50049;쎁;0;0
50050;쎂;0;0
50051;쎃;0;0
50052;쎄;0;0
50053;쎅;0;0
50054;쎆;0;0
50055;쎇;0;0
50056;쎈;0;0
50057;쎉;0;0
50058;쎊;0;0
50059;쎋;0;0
50060;쎌;0;0
50061;쎍;0;0
50062;쎎;0;0
50063;쎏;0;0
50064;쎐;0;0
50065;쎑;0;0
50066;쎒;0;0
50067;쎓;0;0
50068;쎔;0;0
50069;쎕;0;0
50070;쎖;0;0
50071;쎗;0;0
50072;쎘;0;0
50073;쎙;0;0
50074;쎚;0;0
50075;쎛;0;0
50076;쎜;0;0
50077;쎝;0;0
50078;쎞;0;0
50079;쎟;0;0
50080;쎠;0;0
50081;쎡;0;0
50082;쎢;0;0
50083;쎣;0;0
50084;쎤;0;0
50085;쎥;0;0
50086;쎦;0;0
50087;쎧;0;0
50088;쎨;0;0
50089;쎩;0;0
50090;쎪;0;0
50091;쎫;0;0
50092;쎬;0;0
50093;쎭;0;0
50094;쎮;0;0
50095;쎯;0;0
50096;쎰;0;0
50097;쎱;0;0
50098;쎲;0;0
50099;쎳;0;0
50100;쎴;0;0
50101;쎵;0;0
50102;쎶;0;0
50103;쎷;0;0
50104;쎸;0;0
50105;쎹;0;0
50106;쎺;0;0
50107;쎻;0;0
50108;쎼;0;0
50109;쎽;0;0
50110;쎾;0;0
50111;쎿;0;0
50112;쏀;0;0
50113;쏁;0;0
50114;쏂;0;0
50115;쏃;0;0
50116;쏄;0;0
50117;쏅;0;0
50118;쏆;0;0
50119;쏇;0;0
50120;쏈;0;0
50121;쏉;0;0
50122;쏊;0;0
50123;쏋;0;0
50124;쏌;0;0
50125;쏍;0;0
50126;쏎;0;0
50127;쏏;0;0
50128;쏐;0;0
50129;쏑;0;0
50130;쏒;0;0
50131;쏓;0;0
50132;쏔;0;0
50133;쏕;0;0
50134;쏖;0;0
50135;쏗;0;0
50136;쏘;0;0
50137;쏙;0;0
50138;쏚;0;0
50139;쏛;0;0
50140;쏜;0;0
50141;쏝;0;0
50142;쏞;0;0
50143;쏟;0;0
50144;쏠;0;0
50145;쏡;0;0
50146;쏢;0;0
50147;쏣;0;0
50148;쏤;0;0
50149;쏥;0;0
50150;쏦;0;0
50151;쏧;0;0
50152;쏨;0;0
50153;쏩;0;0
50154;쏪;0;0
50155;쏫;0;0
50156;쏬;0;0
50157;쏭;0;0
50158;쏮;0;0
50159;쏯;0;0
50160;쏰;0;0
50161;쏱;0;0
50162;쏲;0;0
50163;쏳;0;0
50164;쏴;0;0
50165;쏵;0;0
50166;쏶;0;0
50167;쏷;0;0
50168;쏸;0;0
50169;쏹;0;0
50170;쏺;0;0
50171;쏻;0;0
50172;쏼;0;0
50173;쏽;0;0
50174;쏾;0;0
50175;쏿;0;0
50176;쐀;0;0
50177;쐁;0;0
50178;쐂;0;0
50179;쐃;0;0
50180;쐄;0;0
50181;쐅;0;0
50182;쐆;0;0
50183;쐇;0;0
50184;쐈;0;0
50185;쐉;0;0
50186;쐊;0;0
50187;쐋;0;0
50188;쐌;0;0
50189;쐍;0;0
50190;쐎;0;0
50191;쐏;0;0
50192;쐐;0;0
50193;쐑;0;0
50194;쐒;0;0
50195;쐓;0;0
50196;쐔;0;0
50197;쐕;0;0
50198;쐖;0;0
50199;쐗;0;0
50200;쐘;0;0
50201;쐙;0;0
50202;쐚;0;0
50203;쐛;0;0
50204;쐜;0;0
50205;쐝;0;0
50206;쐞;0;0
50207;쐟;0;0
50208;쐠;0;0
50209;쐡;0;0
50210;쐢;0;0
50211;쐣;0;0
50212;쐤;0;0
50213;쐥;0;0
50214;쐦;0;0
50215;쐧;0;0
50216;쐨;0;0
50217;쐩;0;0
50218;쐪;0;0
50219;쐫;0;0
50220;쐬;0;0
50221;쐭;0;0
50222;쐮;0;0
50223;쐯;0;0
50224;쐰;0;0
50225;쐱;0;0
50226;쐲;0;0
50227;쐳;0;0
50228;쐴;0;0
50229;쐵;0;0
50230;쐶;0;0
50231;쐷;0;0
50232;쐸;0;0
50233;쐹;0;0
50234;쐺;0;0
50235;쐻;0;0
50236;쐼;0;0
50237;쐽;0;0
50238;쐾;0;0
50239;쐿;0;0
50240;쑀;0;0
50241;쑁;0;0
50242;쑂;0;0
50243;쑃;0;0
50244;쑄;0;0
50245;쑅;0;0
50246;쑆;0;0
50247;쑇;0;0
50248;쑈;0;0
50249;쑉;0;0
50250;쑊;0;0
50251;쑋;0;0
50252;쑌;0;0
50253;쑍;0;0
50254;쑎;0;0
50255;쑏;0;0
50256;쑐;0;0
50257;쑑;0;0
50258;쑒;0;0
50259;쑓;0;0
50260;쑔;0;0
50261;쑕;0;0
50262;쑖;0;0
50263;쑗;0;0
50264;쑘;0;0
50265;쑙;0;0
50266;쑚;0;0
50267;쑛;0;0
50268;쑜;0;0
50269;쑝;0;0
50270;쑞;0;0
50271;쑟;0;0
50272;쑠;0;0
50273;쑡;0;0
50274;쑢;0;0
50275;쑣;0;0
50276;쑤;0;0
50277;쑥;0;0
50278;쑦;0;0
50279;쑧;0;0
50280;쑨;0;0
50281;쑩;0;0
50282;쑪;0;0
50283;쑫;0;0
50284;쑬;0;0
50285;쑭;0;0
50286;쑮;0;0
50287;쑯;0;0
50288;쑰;0;0
50289;쑱;0;0
50290;쑲;0;0
50291;쑳;0;0
50292;쑴;0;0
50293;쑵;0;0
50294;쑶;0;0
50295;쑷;0;0
50296;쑸;0;0
50297;쑹;0;0
50298;쑺;0;0
50299;쑻;0;0
50300;쑼;0;0
50301;쑽;0;0
50302;쑾;0;0
50303;쑿;0;0
50304;쒀;0;0
50305;쒁;0;0
50306;쒂;0;0
50307;쒃;0;0
50308;쒄;0;0
50309;쒅;0;0
50310;쒆;0;0
50311;쒇;0;0
50312;쒈;0;0
50313;쒉;0;0
50314;쒊;0;0
50315;쒋;0;0
50316;쒌;0;0
50317;쒍;0;0
50318;쒎;0;0
50319;쒏;0;0
50320;쒐;0;0
50321;쒑;0;0
50322;쒒;0;0
50323;쒓;0;0
50324;쒔;0;0
50325;쒕;0;0
50326;쒖;0;0
50327;쒗;0;0
50328;쒘;0;0
50329;쒙;0;0
50330;쒚;0;0
50331;쒛;0;0
50332;쒜;0;0
50333;쒝;0;0
50334;쒞;0;0
50335;쒟;0;0
50336;쒠;0;0
50337;쒡;0;0
50338;쒢;0;0
50339;쒣;0;0
50340;쒤;0;0
50341;쒥;0;0
50342;쒦;0;0
50343;쒧;0;0
50344;쒨;0;0
50345;쒩;0;0
50346;쒪;0;0
50347;쒫;0;0
50348;쒬;0;0
50349;쒭;0;0
50350;쒮;0;0
50351;쒯;0;0
50352;쒰;0;0
50353;쒱;0;0
50354;쒲;0;0
50355;쒳;0;0
50356;쒴;0;0
50357;쒵;0;0
50358;쒶;0;0
50359;쒷;0;0
50360;쒸;0;0
50361;쒹;0;0
50362;쒺;0;0
50363;쒻;0;0
50364;쒼;0;0
50365;쒽;0;0
50366;쒾;0;0
50367;쒿;0;0
50368;쓀;0;0
50369;쓁;0;0
50370;쓂;0;0
50371;쓃;0;0
50372;쓄;0;0
50373;쓅;0;0
50374;쓆;0;0
50375;쓇;0;0
50376;쓈;0;0
50377;쓉;0;0
50378;쓊;0;0
50379;쓋;0;0
50380;쓌;0;0
50381;쓍;0;0
50382;쓎;0;0
50383;쓏;0;0
50384;쓐;0;0
50385;쓑;0;0
50386;쓒;0;0
50387;쓓;0;0
50388;쓔;0;0
50389;쓕;0;0
50390;쓖;0;0
50391;쓗;0;0
50392;쓘;0;0
50393;쓙;0;0
50394;쓚;0;0
50395;쓛;0;0
50396;쓜;0;0
50397;쓝;0;0
50398;쓞;0;0
50399;쓟;0;0
50400;쓠;0;0
50401;쓡;0;0
50402;쓢;0;0
50403;쓣;0;0
50404;쓤;0;0
50405;쓥;0;0
50406;쓦;0;0
50407;쓧;0;0
50408;쓨;0;0
50409;쓩;0;0
50410;쓪;0;0
50411;쓫;0;0
50412;쓬;0;0
50413;쓭;0;0
50414;쓮;0;0
50415;쓯;0;0
50416;쓰;0;0
50417;쓱;0;0
50418;쓲;0;0
50419;쓳;0;0
50420;쓴;0;0
50421;쓵;0;0
50422;쓶;0;0
50423;쓷;0;0
50424;쓸;0;0
50425;쓹;0;0
50426;쓺;0;0
50427;쓻;0;0
50428;쓼;0;0
50429;쓽;0;0
50430;쓾;0;0
50431;쓿;0;0
50432;씀;0;0
50433;씁;0;0
50434;씂;0;0
50435;씃;0;0
50436;씄;0;0
50437;씅;0;0
50438;씆;0;0
50439;씇;0;0
50440;씈;0;0
50441;씉;0;0
50442;씊;0;0
50443;씋;0;0
50444;씌;0;0
50445;씍;0;0
50446;씎;0;0
50447;씏;0;0
50448;씐;0;0
50449;씑;0;0
50450;씒;0;0
50451;씓;0;0
50452;씔;0;0
50453;씕;0;0
50454;씖;0;0
50455;씗;0;0
50456;씘;0;0
50457;씙;0;0
50458;씚;0;0
50459;씛;0;0
50460;씜;0;0
50461;씝;0;0
50462;씞;0;0
50463;씟;0;0
50464;씠;0;0
50465;씡;0;0
50466;씢;0;0
50467;씣;0;0
50468;씤;0;0
50469;씥;0;0
50470;씦;0;0
50471;씧;0;0
50472;씨;0;0
50473;씩;0;0
50474;씪;0;0
50475;씫;0;0
50476;씬;0;0
50477;씭;0;0
50478;씮;0;0
50479;씯;0;0
50480;씰;0;0
50481;씱;0;0
50482;씲;0;0
50483;씳;0;0
50484;씴;0;0
50485;씵;0;0
50486;씶;0;0
50487;씷;0;0
50488;씸;0;0
50489;씹;0;0
50490;씺;0;0
50491;씻;0;0
50492;씼;0;0
50493;씽;0;0
50494;씾;0;0
50495;씿;0;0
50496;앀;0;0
50497;앁;0;0
50498;앂;0;0
50499;앃;0;0
50500;아;0;0
50501;악;0;0
50502;앆;0;0
50503;앇;0;0
50504;안;0;0
50505;앉;0;0
50506;않;0;0
50507;앋;0;0
50508;알;0;0
50509;앍;0;0
50510;앎;0;0
50511;앏;0;0
50512;앐;0;0
50513;앑;0;0
50514;앒;0;0
50515;앓;0;0
50516;암;0;0
50517;압;0;0
50518;앖;0;0
50519;앗;0;0
50520;았;0;0
50521;앙;0;0
50522;앚;0;0
50523;앛;0;0
50524;앜;0;0
50525;앝;0;0
50526;앞;0;0
50527;앟;0;0
50528;애;0;0
50529;액;0;0
50530;앢;0;0
50531;앣;0;0
50532;앤;0;0
50533;앥;0;0
50534;앦;0;0
50535;앧;0;0
50536;앨;0;0
50537;앩;0;0
50538;앪;0;0
50539;앫;0;0
50540;앬;0;0
50541;앭;0;0
50542;앮;0;0
50543;앯;0;0
50544;앰;0;0
50545;앱;0;0
50546;앲;0;0
50547;앳;0;0
50548;앴;0;0
50549;앵;0;0
50550;앶;0;0
50551;앷;0;0
50552;앸;0;0
50553;앹;0;0
50554;앺;0;0
50555;앻;0;0
50556;야;0;0
50557;약;0;0
50558;앾;0;0
50559;앿;0;0
50560;얀;0;0
50561;얁;0;0
50562;얂;0;0
50563;얃;0;0
50564;얄;0;0
50565;얅;0;0
50566;얆;0;0
50567;얇;0;0
50568;얈;0;0
50569;얉;0;0
50570;얊;0;0
50571;얋;0;0
50572;얌;0;0
50573;얍;0;0
50574;얎;0;0
50575;얏;0;0
50576;얐;0;0
50577;양;0;0
50578;얒;0;0
50579;얓;0;0
50580;얔;0;0
50581;얕;0;0
50582;얖;0;0
50583;얗;0;0
50584;얘;0;0
50585;얙;0;0
50586;얚;0;0
50587;얛;0;0
50588;얜;0;0
50589;얝;0;0
50590;얞;0;0
50591;얟;0;0
50592;얠;0;0
50593;얡;0;0
50594;얢;0;0
50595;얣;0;0
50596;얤;0;0
50597;얥;0;0
50598;얦;0;0
50599;얧;0;0
50600;얨;0;0
50601;얩;0;0
50602;얪;0;0
50603;얫;0;0
50604;얬;0;0
50605;얭;0;0
50606;얮;0;0
50607;얯;0;0
50608;얰;0;0
50609;얱;0;0
50610;얲;0;0
50611;얳;0;0
50612;어;0;0
50613;억;0;0
50614;얶;0;0
50615;얷;0;0
50616;언;0;0
50617;얹;0;0
50618;얺;0;0
50619;얻;0;0
50620;얼;0;0
50621;얽;0;0
50622;얾;0;0
50623;얿;0;0
50624;엀;0;0
50625;엁;0;0
50626;엂;0;0
50627;엃;0;0
50628;엄;0;0
50629;업;0;0
50630;없;0;0
50631;엇;0;0
50632;었;0;0
50633;엉;0;0
50634;엊;0;0
50635;엋;0;0
50636;엌;0;0
50637;엍;0;0
50638;엎;0;0
50639;엏;0;0
50640;에;0;0
50641;엑;0;0
50642;엒;0;0
50643;엓;0;0
50644;엔;0;0
50645;엕;0;0
50646;엖;0;0
50647;엗;0;0
50648;엘;0;0
50649;엙;0;0
50650;엚;0;0
50651;엛;0;0
50652;엜;0;0
50653;엝;0;0
50654;엞;0;0
50655;엟;0;0
50656;엠;0;0
50657;엡;0;0
50658;엢;0;0
50659;엣;0;0
50660;엤;0;0
50661;엥;0;0
50662;엦;0;0
50663;엧;0;0
50664;엨;0;0
50665;엩;0;0
50666;엪;0;0
50667;엫;0;0
50668;여;0;0
50669;역;0;0
50670;엮;0;0
50671;엯;0;0
50672;연;0;0
50673;엱;0;0
50674;엲;0;0
50675;엳;0;0
50676;열;0;0
50677;엵;0;0
50678;엶;0;0
50679;엷;0;0
50680;엸;0;0
50681;엹;0;0
50682;엺;0;0
50683;엻;0;0
50684;염;0;0
50685;엽;0;0
50686;엾;0;0
50687;엿;0;0
50688;였;0;0
50689;영;0;0
50690;옂;0;0
50691;옃;0;0
50692;옄;0;0
50693;옅;0;0
50694;옆;0;0
50695;옇;0;0
50696;예;0;0
50697;옉;0;0
50698;옊;0;0
50699;옋;0;0
50700;옌;0;0
50701;옍;0;0
50702;옎;0;0
50703;옏;0;0
50704;옐;0;0
50705;옑;0;0
50706;옒;0;0
50707;옓;0;0
50708;옔;0;0
50709;옕;0;0
50710;옖;0;0
50711;옗;0;0
50712;옘;0;0
50713;옙;0;0
